Campaign Record ID#,Campaign Name,Initiative Record ID#,Initiative -Website,Initiative - Page Name,Initiative - Campaign Type,Initiative Record ID# - CF Required Completion Date,Campaign Link Neighborhood,Instruction Set (URL),Raw File (URL),Estimated ULD's (Queued),Actual ULD's (Post Filters),CF Start Date,CF Status,Assigned CF TL,CF Completion Date,Cleaned For Email Marketing (# of Contacts for EM),CF Attrition,Campaign Contact List (URL),Contact Finding: History/Notes/Issues,Email Marketing Status,Email Marketing Required Send Date,Email Marketing Projected Send Date,Email Marketing Actual Send Out Date,Promoted URL,Correspondence Template,Panic Template,12 Week Check,Overlapping Contacts,Email DNC,# Total Email Sent,Projected Links From Email Sent,Final Campaign Contact List/Panic Gdoc,Email Marketing: History/Notes/Issues,# of Assignments,Add Pusedo Assignment,Total Bucketed,Total Bucketing/Auto Responses,Total Bucketing/Positive Responses,Total Bucketing/Negative Responses,Total Bucketing/Hard Bounces,Total Bucketing/Wrong Contact,Total Response Rate %,Total Auto Responses %,Total Positive Responses %,Total Negative Responses %,Total Link Promises,Total Open Threads,Total Closed,# of Links Built,Actual Conversion %,Projected Conversion (To Date) %,Links,Total Closed/Do Not Contact,Total Closed/Not Interested,Total Closed/Not Relevant,Total Closed/No Response,Total Closed/Wrong Contact,Age of Campaign (Day),Age of Campaign (Week),Projected Links Built To Date,Performance - Links Builts Vs. Projected to Date,Performance Status,Campaign Performance: History/Notes/Issues,Contacts,Add Contact,Actual Contacts Harvested (Ref Only),Initial Email Sent Date (For Verification Only),QA Start Date,QA Completion Date,# of DNC,# of GOV Links,# of EDU Links,Total T2 Sent,# of ULD
2182,RMI_CityChildCustodyOrganization_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,City Child Custody Organization Resource,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1mB0qWg8CijLW_s4Rf73pNplOYsQHEIV8X13UMfvytkQ/edit#gid=1369413664,"116,862",668,05-15-2015,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Rovelin Antivola <58892879.dqke>,05-16-2015,300,55.089820359281%,https://docs.google.com/spreadsheets/d/1uHw6FUqeLv6jxysleg8O1dh23giEzf7swc7xdQuYLpE/edit#gid=1609142150,"[MAY-18-15 Byron Tirso Balueta] Contacts Count: Good=300(100%) ; Grand Total=300

[MAY-22-15 DONNIE DINH] Re-allocated to Combined_Divorce_Expertise",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2182&z=e9u,,,,,,,,,,,,,,0,,0%,2182,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2182,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2182&z=e9u,0,,05-18-2015,05-18-2015,0,0,0,,0
2184,RMI_CityWomensDivorceResourceCenter_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,City Womens Divorce Resource Center,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1FlzIqruGvWrkmois1Nt9JW77z7AVtSLMx-U8EkbDdzI/edit#gid=1832234440,"55,522",72,05-16-2015,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Marilyn Mayor <58901068.cj3s>,05-16-2015,38,47.222222222222%,https://docs.google.com/spreadsheets/d/1aDirVONGM9dY4sgKn-x-E8_j7XFDrxiE2f2Fxsj0FeE/edit#gid=1609142150,"[MAY-18-15 Byron Tirso Balueta] Contacts Count: Good=38(100%) ; Grand Total=38

[MAY-22-15 DONNIE DINH] Re-allocated to Combined_Divorce_Expertise",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2184&z=e9u,,,,,,,,,,,,,,0,,0%,2184,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2184,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2184&z=e9u,0,,05-18-2015,05-18-2015,0,0,0,,0
2191,RMI_LibguideListDivorce_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,Libguide List Divorce,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/12UTQQtLcR3nxPDDFgbzcfD9Sit1BdHfobtRzZzD2I9c/edit#gid=1874105469,3668,146,05-15-2015,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,05-15-2015,74,49.31506849315%,https://docs.google.com/spreadsheets/d/1zXFb666lc13iJAxi6512ZBKlU2Yopk_ucE7VGtnHBt4/edit#gid=1609142150,"[MAY-18-15 Byron Tirso Balueta] Contacts Count: Good=74(100%) ; Grand Total=74

[MAY-22-15 DONNIE DINH] Re-allocated to Combined_Divorce_Expertise",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2191&z=e9u,,,,,,,,,,,,,,0,,0%,2191,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2191,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2191&z=e9u,0,,05-18-2015,05-18-2015,0,0,0,,0
2245,RMI_CityDivorceAdvice_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,City Divorce Advice Resource,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1UaDcYoeC0DEhhZ6H0vpFXBT146IxSfx6DO4clDmYP1k/edit#gid=949094248,"99,272",1913,05-16-2015,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Roy Ariate <58942791.6xw8>,05-20-2015,746,61.003659174072%,https://docs.google.com/spreadsheets/d/1n1e9cgs94Tk13hkqhNZkn8EAg0jdL8ypCZ7NxFr75-w/edit#gid=1609142150,"[MAY-19-15 Ralph Angelo Aguilar] Contact Counts: Grand Total=746 (All Good)

[MAY-22-15 DONNIE DINH] Re-allocated to Combined_Divorce_Expertise",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2245&z=e9u,,,,,,,,,,,,,,0,,0%,2245,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2245,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2245&z=e9u,0,,05-19-2015,05-19-2015,0,0,0,,0
2263,RMI_CityChildCustodyLawyer_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,City Child Custody Lawyer Resource,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1P1E0yOohWjHD3A69-Kk5f6Qgr3ojBGb3PmaIrGUVyeI/edit#gid=689455183,"80,964",3559,05-19-2015,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Luis Meneses <58892878.bv63>,05-21-2015,2275,36.07754987356%,https://docs.google.com/spreadsheets/d/1r3eShdcJns7AM5v49xgKgtcdAuqgtS9e7zIleW44w_M/edit#gid=1609142150,"[MAY-20-15 Ralph Angelo Aguilar] Contact Counts: Grand Total=2275 (All Good)

[MAY-22-15 DONNIE DINH] Re-allocated to Combined_Divorce_Expertise",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2263&z=e9u,,,,,,,,,,,,,,0,,0%,2263,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2263,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2263&z=e9u,0,,05-20-2015,05-20-2015,0,0,0,,0
2311,RMI_CityDivorceSupportGroups_Divorce_RS_Expertise.com,527,Expertise.com,How to Hire a Divorce Lawyer,RMI,05-13-2015,City Divorce Support Groups,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1e7NWd4fuQ7J_Je-kfEHwfvIr688u-ZjjSk9v265x73M/edit#gid=437780808,"104,428",3038,05-16-2015,11. CF Complete/Ready for Email Marketing,Roy Ariate <58942791.6xw8>,05-23-2015,726,76.102699144174%,https://docs.google.com/spreadsheets/d/1bAJzcYd40o24PqBBB4aP0clDTD5Bbx1gesR9-TdoOGs/edit#gid=1609142150,[MAY-22-15 Ralph Angelo Aguilar] Contact Counts: Grand Total=726 (All Good),,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2311&z=e9u,,,,,,,,,,,,,,0,,0%,2311,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2311,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2311&z=e9u,726,,05-22-2015,05-22-2015,0,0,0,,0
2312,RMI_ManagingYourOnlineReputation_RM_RS_Expertise.com,468,Expertise.com,Reputation: The Ultimate Guide to Reputation Management for Small Business ,RMI,05-06-2015,Managing Your Online Reputation Resources,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1cjw2domyvGkLtWbdR6d38bYbeRS95deyBIFOCkNvbIU/edit#gid=1160243518,1232,30,05-20-2015,11. CF Complete/Ready for Email Marketing, <12>,05-23-2015,14,53.333333333333%,https://docs.google.com/spreadsheets/d/13vqcl8K60J6SndMvpnSMN3KqGlEednP5NyNEXohwo_o/edit#gid=1609142150,[MAY-22-15 Ralph Angelo Aguilar] Contact Counts: Grand Total=14 (All Good),,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2312&z=e9u,,,,,,,,,,,,,,0,,0%,2312,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2312,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2312&z=e9u,14,,05-22-2015,05-22-2015,1,0,0,,0
2313,RMI_ImproveOnlineReputation_RM_RS_Expertise.com,468,Expertise.com,Reputation: The Ultimate Guide to Reputation Management for Small Business ,RMI,05-06-2015,Improve Online Reputation Resources,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1spcSvG33n9qQadZxW8XAz4ZK5koyhTd1lwDdqW7L5wM/edit#gid=1228674226,1600,45,05-20-2015,11. CF Complete/Ready for Email Marketing, <12>,05-23-2015,27,40%,https://docs.google.com/spreadsheets/d/1JwENmIshdpJaFprhwgpz_1rdzB8t1Ev21eZ_5xiy9Ww/edit#gid=1609142150,[MAY-22-15 Ralph Angelo Aguilar] Contact Counts: Grand Total=27 (All Good),,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2313&z=e9u,,,,,,,,,,,,,,0,,0%,2313,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2313,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2313&z=e9u,27,,05-22-2015,05-22-2015,0,0,0,,0
2319,RMI_ProfessionalPortfolio_Portfolio_RS_Expertise.com,526,Expertise.com,How to Create an Online Design Portfolio,RMI,05-18-2015,Professional Portfolio Resources,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1c8jIRShOB0yCOSOammFwWHwbr8Eiu7X97SSJBQ2uwbQ/edit#gid=831546418,2703,145,05-21-2015,10. Ready Cleaning,Julie Ann Marie Donio <58858854.cekc>,,,100%,https://docs.google.com/spreadsheets/d/1YHU5fvY9PeyuQcZgTFyjjE64C2mwRLbcsR6lJYgGC-w/edit#gid=1609142150,,,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2319&z=e9u,,,,,,,,,,,,,,0,,0%,2319,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2319,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2319&z=e9u,0,,05-23-2015,05-23-2015,0,0,0,,0
2321,RMI_Reputation_RM_BL_Expertise.com,468,Expertise.com,Reputation: The Ultimate Guide to Reputation Management for Small Business ,RMI,05-06-2015,reputation.com Backlinks,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/12A1QeKXM9hHTu-e-4Qx3PDBxr5C7FT07cvrArGSW2bc/edit#gid=1943076209,368,34,05-20-2015,11. CF Complete/Ready for Email Marketing,Roy Ariate <58942791.6xw8>,05-23-2015,7,79.411764705882%,https://docs.google.com/spreadsheets/d/1G13iQgYRdIXRsA2WDIJNk74Giai8ABG-JDOi8Ak9rwk/edit#gid=1609142150,[MAY-22-15 Byron Tirso Balueta] Contacts Count: Good=7(100%) ; Grand Total=7,,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2321&z=e9u,,,,,,,,,,,,,,0,,0%,2321,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2321,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2321&z=e9u,7,,05-23-2015,05-23-2015,0,0,0,,0
2340,RMI_CityCareer_SMBCareer_RS_Expertise.com,530,Expertise.com,Career & SMB Resources for Students,RMI,08-25-2015,City Career Resource,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1hiQwBR6H1YxqxUeJeNmxDNYTr_0ZMFRavn9b4ejQXEg/edit#gid=1814803625,"140,455",2631,05-20-2015,11. CF Complete/Ready for Email Marketing,Rovelin Antivola <58892879.dqke>,05-22-2015,952,63.816039528696%,https://docs.google.com/spreadsheets/d/1GFReedKmFaC0az-wn6np1nplq1U5W0baurHqM5M7xtM/edit#gid=1609142150,[MAY-24-15 anjo villanueva] Contacts Count: Bad=2(0.21%); Good=950(99.79%); Grand Total=952,,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2340&z=e9u,,,,,,,,,,,,,,0,,0%,2340,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2340,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2340&z=e9u,483,,05-22-2015,05-23-2015,0,0,0,,0
2390,RMI_BehanceEDU_Portfolio_BL_Expertise.com,526,Expertise.com,How to Create an Online Design Portfolio,RMI,05-18-2015,behance.net Backlinks,https://docs.google.com/document/d/1nzVoek7S5-O7GVCzhwcgE5P66mMSeaJkCjCvj7SWiZs/edit,https://docs.google.com/spreadsheets/d/1FqUfGSwsHX7SIsz8b5nO_HRqKtATK6cWqczzEm4_Log/edit#gid=123579172,563,171,05-22-2015,10. Ready Cleaning, <4>,,,100%,https://docs.google.com/spreadsheets/d/1kgWXOgwbYnMGfYUbF43AhwjQC67Tp9ZakmmeYABaqRI/edit#gid=1609142150,,,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2390&z=e9u,,,,,,,,,,,,,,0,,0%,2390,,,,,,,,0,0,<font color=green><b>Performing</b></font>,,2390,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2390&z=e9u,0,,05-26-2015,05-26-2015,0,0,0,,0
2283,Combine_OnlinePortfolioPT2_Expertise,526,Expertise.com,How to Create an Online Design Portfolio,RMI,05-18-2015,"Combined campaigns:
Combine_OnlinePortfolio_Expertise
RMI_VisualArtsDepartmentCommunityCollege_Portfolio_RS_Expertise.com
RMI_EduArtDepartments_Portfolio_RS_Expertise.com
RMI_AIGA_Portfolio_BL_Expertise.com
RMI_NasadArtsAccredit_Portfolio_BL_Expertise.com
RMI_UniversityListWritingCenter_Portfolio_RS_Expertise.com
RMI_CityInteriorDesignOrganizations_Portfolio_RS_Expertise.com
RMI_CityOrgDesigner_Portfolio_RS_Expertise.com
RMI_UniversityListPortfolioWritingResourceCenter_Portfolio_RS_Expertise.com",,,,,05-21-2015,11. CF Complete/Ready for Email Marketing,,05-21-2015,3534,,,,7. Email Marketing In Progress,,05-21-2015,05-21-2015,http://www.expertise.com/easy-steps-to-create-a-beautiful-design-portfolio/,https://docs.google.com/document/d/1XE2I8GzmPkQfeDsccjuPetCrbW_fJV5V9I8xWgEO4W0/edit,https://docs.google.com/spreadsheets/d/1Y1PsrFANKB6IoWBMSwRv3BHXLgyNtnjbQdu3NZLtiYE/edit#gid=1716671053,2653,,,2653,21.4893,https://drive.google.com/open?id=1WahFGXyYE_nBlTS1KVknLdTaQn_BqTqjxGyDUpOMijw&authuser=0 https://drive.google.com/open?id=1SQe-MqTuPk2ZE5xM-pteLvXfoas8T1CLTJ5YlTahfWo&authuser=0 https://drive.google.com/open?id=1S_dM04nGwPqBo1zTAHMM3cmakL_UDWCrPo3D1WxS1mc&authuser=0 https://drive.google.com/open?id=1uLmskPVr8iopn774Azc4ENXDGouUHKFJ_AjPuAN_ub8&authuser=0 https://drive.google.com/open?id=1NF8HL1huBDfRk5dQdxI5rRCCD7-KcH-dj6BLLyoDY-Y&authuser=0,,5,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2283&z=e9u,1450,250,754,229,215,0,54.655107425556%,9.4232943837165%,28.42065586129%,8.6317376554844%,5,119,1331,9,0.3392385978138%,0%,2283,213,254,62,457,89,598 days,85,0,9,<font color=green><b>Performing</b></font>,,2283,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2283&z=e9u,2653,05-21-2015,05-21-2015,05-21-2015,195,0,2,637,9
2309,Combined_WeddingPhotographyPT3_Expertise,522,Expertise.com,6 Pointers for Picking the Perfect Wedding Photographer,RMI,08-03-2015,"combined campaigns:
Combined_WeddingPhotographyPT2_Expertise (12 week dnc)
RMI_ICP_WedPhoto_BL_Expertise.com
RMI_PCNW_WedPhoto_BL_Expertise.com",,,,,05-22-2015,11. CF Complete/Ready for Email Marketing,,05-22-2015,1116,,,,7. Email Marketing In Progress,,05-22-2015,05-22-2015,http://www.expertise.com/six-pointers-for-picking-the-perfect-wedding-photographer/,https://docs.google.com/document/d/1B7g8CmNp6Egv5eGF95L9SA4H-vCp1m_eWqD6RidM8Ys/edit,https://docs.google.com/spreadsheets/d/1toZB88EcrrXV-rcBdyyQtaNY-_GvFZxqxyOGhTrhauo/edit#gid=1716671053,446,,,670,5.427,https://drive.google.com/open?id=1QWid5QxSMpck3wq_PHQJavvQ30UGbLAlMaobc7loHDg&authuser=0 https://drive.google.com/open?id=1pRrJ4Z4_dadCQt4BPgfn9dbjqnZX0A6QttkirtpcXKY&authuser=0,,2,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2309&z=e9u,372,21,239,45,67,0,55.522388059701%,3.134328358209%,35.671641791045%,6.7164179104478%,1,37,335,1,0.14925373134328%,0%,2309,71,44,32,102,13,597 days,85,0,1,<font color=green><b>Performing</b></font>,,2309,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2309&z=e9u,1116,05-22-2015,05-22-2015,05-22-2015,69,0,0,226,1
2284,Combined_SocialMedia_Expertise4,473,Expertise.com,Social Media: Small Business Guide to Social Media,RMI,05-18-2015,"Combined campaigns:
Combined_SocialMedia_Expertise3 (12 week DNC)
RMI_NBDC.UNOMAHA_SmallBiz_BL_Expertise.com
RMI_AS-SBDC_SmallBiz_BL_Expertise.com
RMI_AKSBDC_SmallBiz_BL_Expertise.com
RMI_SBDCMT_SmallBiz_BL_Expertise.com
RMI_ASBDC_SmallBiz_BL_Expertise.com
RMI_MDSBDC.UMD_SmallBiz_BL_Expertise.com
RMI_NECSBDC_SmallBiz_BL_Expertise.com
RMI_WVSBDC_SmallBiz_BL_Expertise.com
RMI_SBTDC_SmallBiz_BL_Expertise.com
RMI_MNGOVSBDC_SmallBiz_BL_Expertise.com
RMI_MissouriBusinessSBTDC_SmallBiz_BL_Expertise.com
RMI_NYSSBDC_SmallBiz_BL_Expertise.com
RMI_WSBDC_SmallBiz_BL_Expertise.com
RMI_WyomingEntrepreneur_SmallBiz_BL_Expertise.com
RMI_NSBDC_SmallBiz_BL_Expertise.com
RMI_MSBDC_SmallBiz_BL_Expertise.com
RMI_AZSBDC_SmallBiz_BL_Expertise.com
RMI_MSSBDC_SmallBiz_BL_Expertise.com
RMI_SBDCMICHIGAN_SmallBiz_BL_Expertise.com",,,,,05-21-2015,11. CF Complete/Ready for Email Marketing,,05-21-2015,2653,,,,7. Email Marketing In Progress,,05-21-2015,05-21-2015,http://www.expertise.com/small-business-social-media-what-you-need-to-know/,https://docs.google.com/document/d/1p4ecNFWud6DTlSg8V3hGHQHZV6H37MU0jYgDc2oTN0M/edit,https://docs.google.com/spreadsheets/d/1Vho4-_na0jpeXZN609MMlooYcbUSPjYstKoujdrZVwI/edit#gid=1716671053,633,,,633,5.1273,https://drive.google.com/open?id=1ApB4q2IQ898TuP_TZzYvdOb2uxII5XSB-jthIMvd58k&authuser=0,,1,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2284&z=e9u,422,81,207,82,53,0,66.666666666667%,12.796208530806%,32.701421800948%,12.954186413902%,1,50,372,3,0.4739336492891%,0%,2284,33,83,29,113,32,598 days,85,0,3,<font color=green><b>Performing</b></font>,,2284,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2284&z=e9u,636,05-21-2015,05-21-2015,05-21-2015,32,0,0,166,3
2285,Combined_BankruptcyPT2_Expertise,471,Expertise.com,How to Hire A Bankruptcy Attorney in 2015,RMI,05-15-2015,"combined campaigns:
Combined_Bankruptcy (12 week dnc)
Combined_Bankruptcy_Misc (12 week dnc)
RMI_Relief_Bankruptcy_RS_Expertise.com
RMI_NationalBankruptcyAssociation_Bankruptcy_RS_Expertise.com
RMI_BankruptcyAttorneyGuide_Bankruptcy_RS_Expertise.com
RMI_BankruptcySoftware_Bankruptcy_RS_Expertise.com
RMI_BankruptcyLawyer_Bankruptcy_RS_Expertise.com
RMI_ConsumerCreditCounseling_Bankruptcy_RS_Expertise.com
RMI_BankruptcyFirms_Bankruptcy_RS_Expertise.com
RMI_BankruptcyLawFirms_Bankruptcy_RS_Expertise.com
RMI_BankruptcyLawyerGuide_Bankruptcy_RS_Expertise.com
RMI_ConsumerCreditCounselingGuide_Bankruptcy_RS_Expertise.com
RMI_BankruptcyAttorney_Bankruptcy_RS_Expertise.com
RMI_BankruptcyAttorneyResourceGuide_Bankruptcy_RS_Expertise.com
RMI_ConsumerCreditCounselingAgency_Bankruptcy_RS_Expertise.com
RMI_ConsumerCreditCounselingService_Bankruptcy_RS_Expertise.com
RMI_DebtManagementGuide_Bankruptcy_RS_Expertise.com
RMI_DebtManagementProgram_Bankruptcy_RS_Expertise.com
RMI_DebtManagementServices_Bankruptcy_RS_Expertise.com
RMI_GetOutOfDebt_Bankruptcy_RS_Expertise.com
RMI_PersonalDebtManagement_Bankruptcy_RS_Expertise.com
RMI_PersonalDebtManagementGuide_Bankruptcy_RS_Expertise.com
RMI_ResourceListForConsumerBankruptcy_Bankruptcy_RS_Expertise.com
RMI_NationalAssociationOfChapter13Trustees_Bankruptcy_RS_Expertise.com
RMI_PersonalBankruptcy_Bankruptcy_RS_Expertise.com
RMI_GetOutOfDebtGuide_Bankruptcy_RS_Expertise.com
RMI_FilingBankruptcyUseful_Bankruptcy_RS_Expertise.com
RMI_LibguideDebtManagement_Bankruptcy_RS_Expertise.com
RMI_DebtManagement_Bankruptcy_RS_Expertise.com
RMI_LibguideBankruptcy_Bankruptcy_RS_Expertise.com
RMI_ABI_Bankruptcy_BL_Expertise.com
RMI_CasbUscourts_Bankruptcy_RS_Expertise.com
RMI_CITYCreditUnion_Bankruptcy_RS_Expertise.com",,,,,05-21-2015,11. CF Complete/Ready for Email Marketing,,05-21-2015,4268,,,,7. Email Marketing In Progress,,05-21-2015,05-21-2015,http://www.expertise.com/how-to-hire-a-bankruptcy-attorney-in-2015/,https://docs.google.com/document/d/1PWF4ip8VfDY85ynoVlsBu0ZFfSHbadA-1GXXjWABFWY/edit,https://docs.google.com/spreadsheets/d/1usLVe_Pp5sSb-CARBgLuovlTIfRqsf_lygMic-gOVaI/edit#gid=1716671053,3015,,,3015,24.4215,https://drive.google.com/open?id=1aeQUfttbbJL64tIcMWVzAkxu82_eVIxj3EOPCe2w94E&authuser=0 https://drive.google.com/open?id=1WI6Z_XYWvSWMiBLNR3SNBDNukh4R0plP3lIeWj3Q4EQ&authuser=0 https://drive.google.com/open?id=14Jy402lKasG9hCizdFODuXeDYTaTT1Q_mt7uy53T03I&authuser=0 https://drive.google.com/open?id=1zsyqxDuAZi2vEtxBHJTn5Br-_EaVaVGakjxlXHH3e4I&authuser=0 https://drive.google.com/open?id=1uMvQIBza5GJaXzI8IAgxQcYs8sKTjv1cB3efrvlMXCk&authuser=0 https://drive.google.com/open?id=1jCyWV0UM5W9gpPF5WbohjMpn-uhqA2X0_kWaSQbgyZs&authuser=0,,6,https://donniedinh.quickbase.com/db/bj7qbyjei?a=API_GenAddRecordForm&_fid_6=2285&z=e9u,1774,403,701,348,310,3,58.839137645108%,13.366500829187%,23.250414593698%,11.542288557214%,3,252,1522,7,0.23217247097844%,0%,2285,181,279,185,376,123,598 days,85,0,7,<font color=green><b>Performing</b></font>,,2285,https://donniedinh.quickbase.com/db/bj7qbycpx?a=API_GenAddRecordForm&_fid_31=2285&z=e9u,4268,05-21-2015,05-21-2015,05-21-2015,162,1,1,614,7
